index,audio_key,pitch_range,num_measures,bpm,genre,track_role,inst,sample_rhythm,time_signature,min_velocity,max_velocity,split_data,id
1995,amajor,high,4,120,풍류음악,main_melody,피리,triplet,18/8,61,107,train,AP_E01_06978
1996,eminor,mid,2,120,풍류음악,bass,거문고,triplet,60/8,58,99,train,AP_E01_02605
1997,c#minor,mid_high,9,120,풍류음악,bass,거문고,triplet,12/8,62,63,train,AP_E01_03483
1998,a-major,mid_high,14,120,풍류음악,sub_melody,가야금,triplet,4/4,61,61,train,AP_E01_02803
1999,emajor,very_high,6,120,풍류음악,main_melody,해금,triplet,4/4,57,57,train,AP_E04_02038
2000,dmajor,high,2,120,풍류음악,main_melody,피리,triplet,60/8,77,127,train,AP_E01_06936
2001,dmajor,high,2,120,풍류음악,main_melody,해금,triplet,60/8,65,65,train,AP_E01_03568
2002,e-major,mid,3,120,풍류음악,bass,거문고,standard,18/8,59,72,train,AP_E05_04309
2003,dmajor,high,2,120,풍류음악,main_melody,피리,triplet,30/8,98,127,train,AP_E01_03469
2004,b-minor,mid_high,12,120,풍류음악,sub_melody,가야금,triplet,4/4,61,61,train,AP_E01_02828
2005,amajor,very_high,2,120,풍류음악,main_melody,피리,triplet,60/8,90,90,train,AP_E01_02709
2006,fminor,high,4,87,풍류음악,main_melody,해금,triplet,18/8,80,80,train,AP_E04_00105
2007,eminor,mid,2,120,풍류음악,sub_melody,가야금,triplet,60/8,67,67,train,AP_E01_03688
2008,amajor,high,3,120,풍류음악,main_melody,피리,triplet,30/8,56,56,train,AP_E01_02485
2009,bminor,high,3,120,풍류음악,main_melody,피리,triplet,18/8,44,44,train,AP_E01_03108
2010,amajor,very_high,3,120,풍류음악,main_melody,피리,triplet,30/8,69,102,train,AP_E01_06974
2011,a-major,high,1,37,풍류음악,main_melody,피리,triplet,48/8,98,98,train,AP_E02_00079
2012,e-minor,high,1,97,풍류음악,main_melody,해금,triplet,30/8,54,120,train,AP_E05_04289
2013,aminor,mid_high,2,120,풍류음악,sub_melody,가야금,standard,60/8,80,80,train,AP_E01_03691
2014,amajor,very_high,10,120,풍류음악,main_melody,대금,triplet,10/8,50,92,train,AP_E02_04882
2015,amajor,mid,2,100,풍류음악,bass,거문고,triplet,60/8,70,70,train,AP_E01_03953
2016,dmajor,mid_high,3,130,풍류음악,bass,거문고,standard,18/8,59,59,train,AP_E01_02911
2017,a-major,mid_high,1,120,풍류음악,bass,거문고,triplet,48/8,65,95,train,AP_E05_05457
2018,f#minor,very_high,5,120,풍류음악,main_melody,대금,triplet,10/8,65,109,train,AP_E02_04852
2019,aminor,mid_high,6,120,풍류음악,sub_melody,가야금,triplet,18/8,35,35,train,AP_E01_05135
2020,b-minor,high,4,120,풍류음악,main_melody,해금,triplet,12/8,60,82,train,AP_E01_02506
2021,a-major,high,11,120,풍류음악,main_melody,피리,triplet,4/4,80,84,train,AP_E01_03200
2022,dmajor,mid_high,2,120,풍류음악,sub_melody,가야금,triplet,60/8,67,67,train,AP_E01_03556
2023,emajor,mid_high,3,120,풍류음악,bass,거문고,triplet,18/8,43,43,train,AP_E01_03076
2024,e-minor,mid_high,10,120,풍류음악,sub_melody,가야금,triplet,4/4,72,72,train,AP_E01_03299
2025,eminor,mid_high,2,120,풍류음악,sub_melody,가야금,triplet,60/8,56,56,train,AP_E01_03973
2026,b-minor,high,11,120,풍류음악,main_melody,피리,triplet,4/4,74,108,train,AP_E01_03338
2027,amajor,very_high,6,120,풍류음악,main_melody,대금,triplet,30/8,45,116,train,AM_E01_02944
2028,f#major,very_high,4,38,풍류음악,sub_melody,단소,triplet,48/8,100,100,train,AP_E02_00865
2029,c#major,very_high,4,40,풍류음악,sub_melody,단소,triplet,48/8,100,100,train,AP_E02_00864
2030,a-major,high,2,120,풍류음악,main_melody,피리,triplet,60/8,69,107,train,AP_E01_03259
2031,emajor,very_high,2,100,풍류음악,main_melody,대금,triplet,60/8,70,70,train,AP_E01_03909
2032,g#minor,mid_high,13,120,풍류음악,sub_melody,가야금,triplet,4/4,58,58,train,AP_E01_02804
2033,eminor,mid,2,120,풍류음악,sub_melody,가야금,triplet,60/8,70,70,train,AP_E01_03994
2034,eminor,high,5,120,풍류음악,sub_melody,가야금,triplet,4/4,62,62,train,AP_E04_01916
2035,dmajor,high,13,120,풍류음악,main_melody,피리,triplet,4/4,71,71,train,AP_E01_03746
2036,b-minor,mid_high,14,120,풍류음악,sub_melody,가야금,standard,4/4,74,74,train,AP_E01_03243
2037,bminor,mid_high,11,120,풍류음악,sub_melody,가야금,triplet,12/8,73,73,train,AP_E01_03497
2038,c#minor,mid_high,3,120,풍류음악,sub_melody,가야금,triplet,18/8,73,73,train,AP_E01_04078
2039,eminor,high,2,100,풍류음악,main_melody,해금,triplet,60/8,70,70,train,AP_E01_03694
2040,bmajor,high,2,120,풍류음악,main_melody,해금,triplet,30/8,62,77,train,AP_E01_02968
2041,e-major,high,12,120,풍류음악,main_melody,해금,triplet,4/4,70,111,train,AP_E05_05433
2042,emajor,high,2,100,풍류음악,main_melody,해금,triplet,60/8,70,71,train,AP_E01_03708
2043,emajor,very_high,1,61,풍류음악,sub_melody,소금,standard,12/8,127,127,train,AP_E01_00646
2044,bminor,mid_high,13,120,풍류음악,sub_melody,가야금,standard,4/4,55,55,train,AP_E01_02658
2045,gmajor,very_high,2,120,풍류음악,main_melody,대금,triplet,60/8,72,81,train,AP_E01_03527
2046,bminor,high,4,120,풍류음악,main_melody,피리,triplet,18/8,46,46,train,AP_E01_03107
2047,amajor,very_high,12,120,풍류음악,main_melody,대금,triplet,4/4,59,90,train,AP_E04_01950
2048,e-minor,very_high,2,120,풍류음악,main_melody,해금,triplet,30/8,53,53,train,AP_E01_02449
2049,amajor,mid_high,6,120,풍류음악,bass,거문고,triplet,18/8,58,78,train,AP_E01_03863
2050,e-major,mid_high,2,100,풍류음악,sub_melody,가야금,triplet,60/8,70,70,train,AP_E01_03172
2051,gmajor,high,2,120,풍류음악,main_melody,해금,triplet,60/8,65,77,train,AP_E01_02276
2052,emajor,very_high,2,120,풍류음악,main_melody,대금,triplet,60/8,56,84,train,AP_E01_02584
2053,emajor,high,12,120,풍류음악,main_melody,해금,triplet,4/4,55,55,train,AP_E01_02681
2054,gmajor,high,3,120,풍류음악,main_melody,대금,triplet,30/8,71,74,train,AP_E01_03760
2055,aminor,high,2,120,풍류음악,main_melody,피리,triplet,60/8,87,121,train,AP_E01_03576
2056,amajor,high,6,120,풍류음악,main_melody,해금,triplet,4/4,66,77,train,AP_E04_02076
2057,amajor,high,5,120,풍류음악,main_melody,피리,triplet,4/4,59,59,train,AP_E04_01946
2058,e-minor,mid,10,120,풍류음악,sub_melody,가야금,triplet,4/4,104,104,train,AP_E01_03291
2059,e-minor,high,10,120,풍류음악,main_melody,피리,triplet,4/4,85,85,train,AP_E01_03211
2060,dminor,high,1,120,풍류음악,main_melody,해금,triplet,60/8,73,73,train,AP_E01_02289
2061,amajor,high,9,120,풍류음악,sub_melody,가야금,triplet,12/8,76,76,train,AP_E01_03496
2062,amajor,mid_high,2,120,풍류음악,sub_melody,가야금,standard,60/8,59,66,train,AP_E01_02642
2063,a-major,high,2,165,풍류음악,riff,양금,standard,12/8,69,113,train,AP_E04_00621
2064,aminor,mid_high,2,120,풍류음악,sub_melody,가야금,standard,60/8,69,69,train,AP_E01_03685
2065,a-major,very_high,4,120,풍류음악,sub_melody,소금,triplet,12/8,33,68,train,AP_E04_07791
2066,dmajor,mid_high,2,120,풍류음악,sub_melody,가야금,triplet,30/8,93,115,train,AP_E01_03458
2067,cminor,mid_high,6,120,풍류음악,accompaniment,장구,triplet,4/4,86,86,train,AP_E04_02041
2068,aminor,high,1,120,풍류음악,main_melody,피리,standard,18/8,51,59,train,AP_E01_03048
2069,eminor,high,2,120,풍류음악,sub_melody,가야금,standard,60/8,67,67,train,AP_E01_03553
2070,dminor,mid,3,120,풍류음악,sub_melody,가야금,triplet,12/8,54,54,train,AP_E01_02396
2071,f#minor,very_high,3,120,풍류음악,sub_melody,단소,triplet,12/8,57,79,train,AP_E04_07783
2072,bminor,high,13,120,풍류음악,main_melody,피리,triplet,4/4,66,66,train,AP_E01_03749
2073,amajor,mid_high,4,43,풍류음악,bass,거문고,triplet,18/8,59,61,train,AP_E01_02917
2074,bminor,very_high,2,120,풍류음악,sub_melody,단소,triplet,12/8,62,91,train,AP_E04_07778
2075,b-minor,very_high,2,97,풍류음악,main_melody,해금,triplet,30/8,70,87,train,AP_E05_04287
2076,e-minor,mid_high,1,120,풍류음악,bass,거문고,standard,48/8,61,89,train,AP_E05_05437
2077,a-major,high,2,120,풍류음악,main_melody,피리,triplet,60/8,75,126,train,AP_E01_03265
2078,emajor,mid_high,13,120,풍류음악,sub_melody,가야금,triplet,4/4,62,62,train,AP_E04_01969
2079,emajor,very_high,2,120,풍류음악,main_melody,대금,triplet,30/8,61,61,train,AP_E01_02458
2080,emajor,very_high,2,120,풍류음악,main_melody,대금,triplet,60/8,52,83,train,AP_E01_02581
2081,e-minor,mid_high,6,120,풍류음악,bass,거문고,triplet,18/8,70,71,train,AP_E05_04308
2082,f#minor,very_high,1,120,풍류음악,sub_melody,소금,triplet,48/8,72,72,train,AP_E02_08094
2083,amajor,high,3,120,풍류음악,main_melody,피리,triplet,18/8,46,46,train,AP_E01_03111
2084,amajor,mid_high,13,120,풍류음악,sub_melody,가야금,triplet,4/4,66,66,train,AP_E04_02065
2085,amajor,high,11,120,풍류음악,sub_melody,가야금,triplet,4/4,67,67,train,AP_E01_02778
2086,b-minor,mid_high,3,120,풍류음악,sub_melody,가야금,triplet,30/8,45,45,train,AP_E01_02438
2087,c#major,very_high,3,120,풍류음악,sub_melody,단소,triplet,9/8,71,71,train,AP_E02_08099
2088,g#minor,mid_high,6,120,풍류음악,bass,거문고,triplet,18/8,39,83,train,AP_E05_04318
2089,amajor,high,13,120,풍류음악,main_melody,해금,triplet,4/4,68,68,train,AP_E04_01987
2090,b-minor,mid_high,1,120,풍류음악,bass,거문고,triplet,48/8,71,71,train,AP_E05_05493
2091,bminor,high,6,120,풍류음악,main_melody,피리,triplet,4/4,66,66,train,AP_E04_02042
2092,eminor,mid,13,120,풍류음악,bass,거문고,triplet,4/4,63,65,train,AP_E01_02616
2093,c#minor,high,7,120,풍류음악,main_melody,해금,triplet,12/8,44,58,train,AP_E01_03504
2094,e-major,mid,1,120,풍류음악,bass,거문고,standard,48/8,51,76,train,AP_E05_05439
2095,amajor,mid,2,100,풍류음악,bass,거문고,standard,60/8,70,70,train,AP_E01_03933
2096,g#minor,mid_high,3,120,풍류음악,sub_melody,가야금,triplet,18/8,63,63,train,AP_E01_02415
2097,dmajor,high,3,120,풍류음악,main_melody,피리,triplet,30/8,90,127,train,AP_E01_06958
2098,bminor,mid_high,12,120,풍류음악,bass,거문고,triplet,4/4,53,53,train,AP_E01_02613
2099,dmajor,high,2,120,풍류음악,main_melody,피리,triplet,60/8,83,127,train,AP_E01_06908
2100,c#minor,mid_high,6,120,풍류음악,sub_melody,가야금,triplet,18/8,69,69,train,AP_E01_04080
2101,amajor,mid_high,6,120,풍류음악,sub_melody,가야금,triplet,18/8,42,42,train,AP_E01_05136
2102,e-minor,high,5,120,풍류음악,main_melody,해금,triplet,12/8,68,68,train,AP_E05_04332
2103,f#minor,mid_high,2,120,풍류음악,sub_melody,가야금,triplet,60/8,59,63,train,AP_E01_02632
2104,c#major,very_high,2,165,풍류음악,riff,양금,standard,12/8,75,125,train,AP_E04_00620
2105,a-major,high,2,120,풍류음악,main_melody,피리,triplet,60/8,73,123,train,AP_E01_03273
2106,eminor,high,2,120,풍류음악,main_melody,피리,triplet,60/8,90,90,train,AP_E01_04062
2107,aminor,mid_high,7,100,풍류음악,bass,거문고,triplet,12/8,65,84,train,AP_E01_03812
2108,a-major,mid,2,100,풍류음악,sub_melody,가야금,triplet,60/8,70,70,train,AP_E01_03154
2109,eminor,mid,13,120,풍류음악,bass,거문고,triplet,4/4,45,80,train,AP_E01_02604
2110,gmajor,high,6,120,풍류음악,main_melody,피리,triplet,4/4,59,59,train,AP_E04_01940
2111,amajor,very_high,5,120,풍류음악,main_melody,피리,triplet,12/8,76,77,train,AP_E01_07046
2112,f#major,high,2,100,풍류음악,main_melody,해금,triplet,30/8,70,70,train,AP_E01_04073
2113,f#minor,mid_high,2,120,풍류음악,sub_melody,가야금,triplet,18/8,59,59,train,AP_E01_02538
2114,dmajor,high,2,120,풍류음악,main_melody,대금,triplet,60/8,65,65,train,AP_E01_03523
2115,emajor,high,7,120,풍류음악,main_melody,피리,triplet,12/8,55,71,train,AP_E01_03514
2116,c#major,high,1,120,풍류음악,main_melody,해금,triplet,48/8,71,71,train,AP_E05_05474
2117,g#minor,mid_high,13,120,풍류음악,sub_melody,가야금,triplet,4/4,68,68,train,AP_E01_02810
2118,f#minor,very_high,2,100,풍류음악,main_melody,대금,triplet,60/8,70,70,train,AP_E01_03915
2119,e-minor,high,2,120,풍류음악,main_melody,피리,triplet,60/8,83,126,train,AP_E01_06902
2120,c#major,high,1,87,풍류음악,main_melody,해금,standard,30/8,80,80,train,AP_E05_00144
2121,amajor,very_high,2,120,풍류음악,main_melody,대금,triplet,30/8,52,85,train,AP_E01_03768
2122,eminor,mid,2,120,풍류음악,bass,거문고,triplet,60/8,33,81,train,AP_E01_02608
2123,gmajor,high,10,120,풍류음악,main_melody,피리,triplet,4/4,63,87,train,AP_E01_03370
2124,bminor,mid_high,1,100,풍류음악,bass,거문고,standard,60/8,70,70,train,AP_E01_03960
2125,bminor,mid_high,2,120,풍류음악,bass,거문고,triplet,60/8,70,70,train,AP_E01_03652
2126,e-minor,high,3,120,풍류음악,main_melody,해금,triplet,18/8,61,93,train,AP_E01_02431
2127,dmajor,high,2,120,풍류음악,main_melody,피리,triplet,60/8,84,127,train,AP_E01_06920
2128,eminor,mid_high,5,120,풍류음악,bass,거문고,triplet,4/4,93,93,train,AP_E04_01928
2129,dmajor,mid_high,2,120,풍류음악,sub_melody,가야금,triplet,60/8,72,72,train,AP_E01_03993
2130,eminor,mid_high,5,123,풍류음악,bass,거문고,triplet,18/8,59,59,train,AP_E01_02913
2131,f#minor,mid_high,6,120,풍류음악,sub_melody,가야금,triplet,12/8,74,74,train,AP_E01_03498
2132,eminor,mid_high,3,120,풍류음악,bass,거문고,triplet,30/8,50,51,train,AP_E01_02951
2133,e-major,mid_high,2,100,풍류음악,sub_melody,가야금,standard,60/8,70,70,train,AP_E01_03158
2134,e-major,very_high,2,172,풍류음악,main_melody,해금,standard,12/8,80,80,train,AP_E04_00108
2135,amajor,high,5,100,풍류음악,main_melody,대금,triplet,12/8,70,80,train,AP_E01_03805
2136,dmajor,very_high,8,120,풍류음악,main_melody,대금,triplet,4/4,62,71,train,AP_E04_02017
2137,aminor,high,5,120,풍류음악,main_melody,피리,triplet,18/8,47,61,train,AP_E01_03050
2138,cmajor,high,2,120,풍류음악,main_melody,해금,triplet,60/8,87,87,train,AP_E01_02862
2139,amajor,very_high,13,120,풍류음악,main_melody,대금,triplet,4/4,60,60,train,AP_E04_01952
2140,eminor,high,3,120,풍류음악,main_melody,피리,triplet,18/8,67,96,train,AP_E01_07003
2141,amajor,high,3,120,풍류음악,main_melody,피리,triplet,30/8,59,59,train,AP_E01_02488
2142,eminor,mid_high,2,100,풍류음악,bass,거문고,triplet,60/8,70,70,train,AP_E01_03656
2143,g#minor,high,3,120,풍류음악,main_melody,해금,triplet,30/8,66,66,train,AP_E01_02444
2144,f#minor,high,27,120,풍류음악,main_melody,피리,triplet,4/4,76,76,train,AM_E04_01949
2145,amajor,very_high,2,120,풍류음악,main_melody,대금,triplet,30/8,50,111,train,AP_E01_02945
2146,e-minor,mid_high,5,120,풍류음악,sub_melody,가야금,triplet,18/8,59,59,train,AP_E01_03319
2147,e-minor,mid_high,1,98,풍류음악,bass,거문고,triplet,30/8,70,108,train,AP_E05_04267
2148,f#minor,mid_high,3,120,풍류음악,sub_melody,가야금,triplet,18/8,56,56,train,AP_E01_02540
2149,dmajor,high,1,120,풍류음악,main_melody,대금,standard,60/8,72,104,train,AP_E05_04870
2150,aminor,mid_high,5,120,풍류음악,bass,거문고,triplet,4/4,86,86,train,AP_E04_01926
2151,e-major,mid_high,14,120,풍류음악,sub_melody,가야금,triplet,4/4,57,57,train,AP_E01_03251
2152,g#minor,mid,2,120,풍류음악,bass,거문고,triplet,48/8,63,100,train,AP_E05_05440
2153,c#major,high,13,120,풍류음악,main_melody,해금,triplet,4/4,68,72,train,AP_E01_02842
2154,c#major,high,8,120,풍류음악,main_melody,피리,triplet,4/4,71,127,train,AP_E01_03335
2155,eminor,mid,2,100,풍류음악,bass,거문고,triplet,60/8,70,70,train,AP_E01_03627
2156,dminor,high,2,120,풍류음악,main_melody,해금,triplet,60/8,83,90,train,AP_E01_02863
2157,eminor,mid_high,2,120,풍류음악,sub_melody,가야금,triplet,60/8,65,65,train,AP_E01_03684
2158,eminor,mid,3,130,풍류음악,bass,거문고,triplet,18/8,58,58,train,AP_E01_02910
2159,e-minor,high,5,120,풍류음악,main_melody,해금,triplet,18/8,35,80,train,AP_E01_03033
2160,bminor,mid_high,4,120,풍류음악,bass,거문고,triplet,18/8,43,44,train,AP_E01_03078
2161,amajor,very_high,3,120,풍류음악,sub_melody,단소,triplet,12/8,52,88,train,AP_E04_07781
2162,e-minor,mid,2,99,풍류음악,bass,거문고,triplet,30/8,69,116,train,AP_E05_04277
2163,amajor,very_high,2,100,풍류음악,main_melody,대금,triplet,60/8,70,70,train,AP_E01_03923
2164,amajor,high,13,120,풍류음악,main_melody,피리,triplet,4/4,73,79,train,AP_E01_03739
2165,bmajor,very_high,2,120,풍류음악,main_melody,대금,standard,60/8,54,74,train,AP_E01_02563
2166,aminor,mid_high,7,120,풍류음악,sub_melody,가야금,standard,18/8,65,73,train,AP_E01_03867
2167,e-major,mid_high,4,120,풍류음악,main_melody,해금,standard,12/8,76,76,train,AP_E05_04338
2168,c#major,mid_high,2,100,풍류음악,sub_melody,가야금,triplet,60/8,70,70,train,AP_E01_03179
2169,a-major,mid_high,13,120,풍류음악,sub_melody,가야금,triplet,4/4,51,51,train,AP_E01_02831
2170,c#major,high,6,120,풍류음악,main_melody,해금,triplet,12/8,68,78,train,AP_E01_02509
2171,dminor,mid_high,1,120,풍류음악,sub_melody,가야금,triplet,60/8,66,66,train,AP_E01_02252
2172,amajor,high,2,120,풍류음악,main_melody,피리,triplet,60/8,81,81,train,AP_E01_04035
2173,emajor,very_high,5,120,풍류음악,main_melody,대금,triplet,18/8,48,52,train,AP_E01_03061
2174,e-minor,mid,2,120,풍류음악,bass,거문고,triplet,48/8,57,90,train,AP_E05_05462
2175,gmajor,mid_high,8,120,풍류음악,sub_melody,가야금,triplet,4/4,54,54,train,AP_E01_02866
2176,gmajor,very_high,2,120,풍류음악,main_melody,대금,triplet,18/8,58,92,train,AP_E01_02982
2177,c#minor,very_high,1,62,풍류음악,sub_melody,소금,triplet,12/8,119,127,train,AP_E01_00648
2178,amajor,high,2,120,풍류음악,main_melody,피리,triplet,60/8,81,81,train,AP_E01_02725
2179,aminor,high,6,120,풍류음악,main_melody,해금,triplet,18/8,53,72,train,AP_E01_05144
2180,dmajor,high,2,120,풍류음악,main_melody,피리,triplet,60/8,74,121,train,AP_E01_06905
2181,amajor,mid_high,2,100,풍류음악,bass,거문고,triplet,60/8,70,70,train,AP_E01_03637
2182,b-minor,high,4,85,풍류음악,riff,양금,standard,18/8,75,127,train,AP_E04_00092
2183,a-major,mid_high,14,120,풍류음악,sub_melody,가야금,triplet,4/4,82,82,train,AP_E01_03250
2184,e-minor,mid_high,1,120,풍류음악,bass,거문고,triplet,48/8,59,99,train,AP_E05_05447
2185,e-minor,mid,2,120,풍류음악,bass,거문고,triplet,48/8,65,97,train,AP_E05_05448
2186,eminor,mid_high,2,100,풍류음악,bass,거문고,triplet,60/8,70,70,train,AP_E01_03635
2187,e-minor,mid_high,12,120,풍류음악,sub_melody,가야금,triplet,4/4,60,60,train,AP_E01_02817
2188,a-major,high,2,100,풍류음악,main_melody,피리,triplet,30/8,68,70,train,AP_E01_03141
2189,a-major,very_high,2,120,풍류음악,sub_melody,소금,triplet,12/8,36,65,train,AP_E04_07792
2190,c#minor,mid_high,3,120,풍류음악,sub_melody,가야금,triplet,18/8,63,63,train,AP_E01_02544
2191,amajor,very_high,2,120,풍류음악,main_melody,대금,triplet,48/8,65,103,train,AP_E02_04893
2192,a-major,high,3,120,풍류음악,main_melody,피리,triplet,30/8,75,103,train,AP_E01_03304
2193,c#minor,mid_high,2,120,풍류음악,sub_melody,가야금,triplet,18/8,63,63,train,AP_E01_02547
2194,amajor,mid_high,3,120,풍류음악,bass,거문고,triplet,18/8,65,74,train,AP_E01_03859
2195,emajor,high,2,120,풍류음악,main_melody,피리,standard,30/8,68,96,train,AP_E01_02972
2196,amajor,high,7,120,풍류음악,bass,거문고,triplet,12/8,68,68,train,AP_E01_03482
2197,eminor,high,12,120,풍류음악,main_melody,해금,triplet,4/4,60,74,train,AP_E01_02692
2198,eminor,mid,2,120,풍류음악,bass,거문고,standard,60/8,51,62,train,AP_E01_02601
2199,amajor,high,3,120,풍류음악,main_melody,피리,triplet,30/8,65,101,train,AP_E01_06966
2200,dmajor,mid_high,4,120,풍류음악,bass,거문고,triplet,18/8,55,85,train,AP_E01_03002
2201,e-minor,high,15,120,풍류음악,main_melody,해금,triplet,4/4,64,68,train,AP_E01_02835
2202,amajor,high,3,120,풍류음악,bass,거문고,triplet,18/8,60,60,train,AP_E01_03854
2203,a-major,mid_high,1,120,풍류음악,bass,거문고,standard,48/8,71,73,train,AP_E05_05499
2204,dmajor,high,2,120,풍류음악,main_melody,피리,triplet,60/8,80,127,train,AP_E01_06909
2205,dmajor,mid_high,5,120,풍류음악,sub_melody,가야금,triplet,18/8,57,57,train,AP_E01_02868
2206,amajor,high,4,43,풍류음악,main_melody,해금,triplet,18/8,54,67,train,AP_E01_02937
2207,e-minor,mid_high,2,100,풍류음악,sub_melody,가야금,triplet,60/8,70,70,train,AP_E01_03160
2208,a-major,mid_high,2,89,풍류음악,bass,거문고,standard,18/8,42,127,train,AP_E01_00042
2209,e-minor,mid_high,2,120,풍류음악,bass,거문고,triplet,48/8,78,102,train,AP_E05_05438
2210,dmajor,high,5,120,풍류음악,main_melody,피리,triplet,30/8,91,127,train,AM_E01_06955
2211,e-major,mid,1,120,풍류음악,bass,거문고,triplet,48/8,65,90,train,AP_E05_05453
2212,e-minor,mid_high,2,120,풍류음악,bass,거문고,triplet,30/8,65,122,train,AP_E05_04270
2213,e-major,mid,1,120,풍류음악,bass,거문고,triplet,48/8,62,88,train,AP_E05_05445
2214,e-minor,high,1,95,풍류음악,main_melody,해금,triplet,30/8,67,100,train,AP_E05_04285
2215,cmajor,mid_high,8,120,풍류음악,accompaniment,장구,standard,4/4,61,100,train,AP_E01_02697
2216,dmajor,high,2,120,풍류음악,main_melody,대금,triplet,60/8,58,58,train,AP_E01_03525
2217,amajor,mid_high,2,120,풍류음악,sub_melody,가야금,standard,60/8,78,78,train,AP_E01_03550
2218,amajor,high,2,120,풍류음악,main_melody,해금,triplet,60/8,52,57,train,AP_E01_02675
2219,bminor,mid_high,2,120,풍류음악,sub_melody,가야금,standard,60/8,61,61,train,AP_E01_02655
2220,c#minor,high,4,120,풍류음악,main_melody,해금,triplet,18/8,65,78,train,AP_E01_04100
2221,aminor,very_high,3,120,풍류음악,main_melody,대금,triplet,18/8,42,98,train,AP_E01_02984
2222,amajor,very_high,2,120,풍류음악,main_melody,해금,triplet,60/8,64,64,train,AP_E01_03564
2223,b-minor,mid_high,13,120,풍류음악,sub_melody,가야금,triplet,4/4,51,51,train,AP_E01_03235
2224,c#minor,high,3,120,풍류음악,main_melody,해금,triplet,18/8,59,62,train,AP_E01_02553
2225,amajor,very_high,7,120,풍류음악,main_melody,대금,triplet,18/8,61,84,train,AP_E01_05112
2226,a-major,mid_high,12,120,풍류음악,sub_melody,가야금,triplet,4/4,61,61,train,AP_E01_02821
2227,e-minor,high,2,120,풍류음악,main_melody,해금,triplet,30/8,55,95,train,AP_E05_04294
2228,gmajor,high,1,120,풍류음악,main_melody,해금,triplet,60/8,63,70,train,AP_E01_02287
2229,amajor,high,13,120,풍류음악,main_melody,해금,triplet,4/4,50,50,train,AP_E01_02691
2230,aminor,mid_high,2,120,풍류음악,bass,거문고,triplet,60/8,51,51,train,AP_E01_03536
2231,emajor,high,7,120,풍류음악,main_melody,피리,triplet,12/8,78,78,train,AP_E01_02796
2232,e-minor,mid_high,12,120,풍류음악,bass,거문고,triplet,4/4,76,83,train,AP_E05_04306
2233,f#major,very_high,1,50,풍류음악,sub_melody,단소,triplet,6/8,68,109,train,AP_E01_00076
2234,dmajor,high,4,120,풍류음악,main_melody,피리,triplet,4/4,68,77,train,AP_E01_03362
2235,c#major,very_high,4,87,풍류음악,riff,양금,standard,18/8,80,80,train,AP_E04_00090
2236,aminor,very_high,4,100,풍류음악,main_melody,해금,triplet,12/8,66,70,train,AP_E01_03830
2237,e-minor,mid_high,2,120,풍류음악,sub_melody,가야금,triplet,18/8,52,52,train,AP_E01_02417
2238,bminor,high,5,120,풍류음악,main_melody,해금,triplet,18/8,44,54,train,AP_E01_03103
2239,e-minor,mid_high,2,100,풍류음악,sub_melody,가야금,triplet,60/8,70,70,train,AP_E01_03173
2240,amajor,high,2,120,풍류음악,main_melody,대금,triplet,60/8,63,63,train,AP_E01_02590
2241,bminor,very_high,11,120,풍류음악,main_melody,해금,triplet,12/8,48,82,train,AP_E01_03506
2242,bminor,mid_high,2,120,풍류음악,sub_melody,가야금,triplet,60/8,66,66,train,AP_E01_02633
2243,f#minor,very_high,11,120,풍류음악,main_melody,대금,triplet,10/8,68,107,train,AP_E02_04840
2244,eminor,mid_high,7,120,풍류음악,sub_melody,가야금,triplet,12/8,65,65,train,AP_E01_03350
2245,e-minor,high,3,120,풍류음악,main_melody,해금,triplet,4/4,58,105,train,AP_E05_05434
2246,eminor,high,4,120,풍류음악,main_melody,피리,triplet,12/8,77,82,train,AP_E01_07025
2247,amajor,high,2,120,풍류음악,main_melody,피리,triplet,60/8,86,86,train,AP_E01_02708
2248,eminor,mid_high,2,100,풍류음악,bass,거문고,triplet,60/8,70,70,train,AP_E01_03940
2249,bminor,high,4,120,풍류음악,main_melody,피리,triplet,4/4,70,70,train,AP_E04_02004
2250,bminor,high,2,120,풍류음악,main_melody,해금,triplet,60/8,54,54,train,AP_E01_02674
2251,f#minor,high,2,100,풍류음악,main_melody,해금,triplet,60/8,70,70,train,AP_E01_03722
2252,c#major,high,4,120,풍류음악,main_melody,해금,triplet,12/8,64,70,train,AP_E05_04346
2253,bminor,mid_high,2,120,풍류음악,sub_melody,가야금,triplet,60/8,64,64,train,AP_E01_02641
2254,c#major,high,5,120,풍류음악,main_melody,해금,triplet,12/8,67,74,train,AP_E05_04336
2255,e-minor,mid_high,12,120,풍류음악,sub_melody,가야금,triplet,4/4,66,66,train,AP_E01_02822
2256,cminor,mid_high,2,49,풍류음악,accompaniment,장구,triplet,18/8,56,71,train,AP_E01_02942
2257,a-major,very_high,4,37,풍류음악,sub_melody,단소,triplet,48/8,100,100,train,AP_E02_00862
2258,eminor,high,5,120,풍류음악,main_melody,대금,triplet,18/8,44,77,train,AP_E01_03850
2259,a-major,mid_high,2,163,풍류음악,bass,거문고,standard,12/8,88,106,train,AP_E04_00102
2260,dmajor,very_high,5,123,풍류음악,main_melody,대금,triplet,18/8,56,67,train,AP_E01_02903
2261,f#minor,high,6,120,풍류음악,main_melody,피리,triplet,4/4,60,60,train,AP_E04_02044
