index,audio_key,pitch_range,num_measures,bpm,genre,track_role,inst,sample_rhythm,time_signature,min_velocity,max_velocity,split_data,id
1772,aminor,mid_low,8,65,cinematic,sub_melody,timpani,standard,6/8,48,48,train,commu01773
1773,aminor,mid_low,8,110,cinematic,accompaniment,harp,standard,4/4,65,82,train,commu01774
1774,aminor,mid,8,90,cinematic,accompaniment,string_ensemble,standard,4/4,65,116,train,commu01775
1775,aminor,low,8,90,cinematic,sub_melody,string_ensemble,standard,4/4,86,92,train,commu01776
1776,cmajor,mid_low,8,75,cinematic,accompaniment,acoustic_piano,standard,4/4,63,76,train,commu01777
1777,cmajor,mid,8,35,newage,main_melody,synth_pluck-4,standard,4/4,23,30,train,commu01778
1778,aminor,high,8,60,newage,main_melody,acoustic_piano,standard,4/4,63,80,train,commu01779
1779,aminor,mid_high,4,60,cinematic,riff,acoustic_piano,standard,4/4,53,56,train,commu01780
1780,aminor,mid_high,8,90,cinematic,pad,synth_voice-2,standard,4/4,45,45,train,commu01781
1781,aminor,mid_low,8,90,cinematic,pad,synth_pad,standard,4/4,93,97,train,commu01782
1782,aminor,mid_low,8,80,cinematic,pad,string_ensemble,standard,4/4,35,36,train,commu01783
1783,aminor,mid_low,8,80,cinematic,pad,acoustic_piano,standard,4/4,31,44,train,commu01784
1784,aminor,mid,4,60,cinematic,main_melody,acoustic_piano,standard,4/4,55,56,train,commu01785
1785,aminor,mid_low,8,65,cinematic,accompaniment,string_ensemble,standard,6/8,81,98,train,commu01786
1786,cmajor,mid_high,8,80,cinematic,main_melody,acoustic_piano,standard,4/4,39,52,train,commu01787
1787,aminor,mid,4,60,cinematic,main_melody,celesta,standard,4/4,43,46,train,commu01788
1788,aminor,high,8,80,cinematic,riff,celesta,standard,4/4,33,47,train,commu01789
1789,aminor,mid_low,8,60,newage,accompaniment,acoustic_piano,standard,4/4,33,60,train,commu01790
1790,aminor,low,8,60,newage,sub_melody,string_cello,standard,4/4,63,72,train,commu01791
1791,aminor,mid_high,4,60,cinematic,main_melody,acoustic_piano,standard,4/4,45,50,train,commu01792
1792,aminor,high,4,60,newage,main_melody,acoustic_piano,standard,4/4,44,59,train,commu01793
1793,cmajor,high,8,65,cinematic,riff,acoustic_piano,standard,6/8,31,50,train,commu01794
1794,aminor,mid,8,90,cinematic,pad,synth_pad-4,standard,4/4,84,90,train,commu01795
1795,aminor,mid_low,8,120,cinematic,accompaniment,string_ensemble,standard,4/4,81,83,train,commu01796
1796,aminor,mid,4,60,cinematic,main_melody,celesta,standard,4/4,42,46,train,commu01797
1797,aminor,very_low,8,90,cinematic,bass,string_double_bass,triplet,4/4,91,108,train,commu01798
1798,cmajor,mid,4,100,newage,main_melody,string_ensemble,standard,4/4,61,62,train,commu01799
1799,aminor,mid,4,60,newage,accompaniment,acoustic_piano,standard,4/4,33,40,train,commu01800
1800,aminor,mid,4,60,newage,accompaniment,synth_pad,standard,4/4,63,70,train,commu01801
1801,cmajor,mid_low,4,35,newage,pad,synth_pad-3,standard,4/4,23,30,train,commu01802
1802,aminor,mid,8,110,cinematic,sub_melody,choir,standard,4/4,95,96,train,commu01803
1803,aminor,mid_high,8,110,cinematic,main_melody,celesta,standard,4/4,63,78,train,commu01804
1804,cmajor,mid_low,4,100,newage,accompaniment,string_ensemble,standard,4/4,81,92,train,commu01805
1805,aminor,mid,8,120,cinematic,accompaniment,string_ensemble,standard,4/4,39,40,train,commu01806
1806,cmajor,mid_low,8,65,newage,accompaniment,acoustic_piano,standard,4/4,23,30,train,commu01807
1807,cmajor,mid_high,8,80,cinematic,main_melody,acoustic_piano,standard,4/4,43,46,train,commu01808
1808,aminor,mid_high,4,60,cinematic,main_melody,celesta,standard,4/4,48,71,train,commu01809
1809,aminor,mid,4,60,cinematic,main_melody,celesta,standard,4/4,43,66,train,commu01810
1810,cmajor,mid_low,8,105,cinematic,pad,string_ensemble,standard,4/4,95,96,train,commu01811
1811,aminor,mid_low,8,110,cinematic,accompaniment,harp,standard,4/4,54,84,train,commu01812
1812,cmajor,mid,8,65,cinematic,main_melody,acoustic_piano,standard,6/8,33,42,train,commu01813
1813,aminor,mid_high,8,110,cinematic,main_melody,celesta,standard,4/4,69,86,train,commu01814
1814,cmajor,mid_high,8,65,cinematic,main_melody,acoustic_piano,standard,6/8,37,46,train,commu01815
1815,aminor,mid_high,8,110,cinematic,main_melody,acoustic_piano,standard,4/4,69,82,train,commu01816
1816,cmajor,mid_low,4,100,newage,accompaniment,string_ensemble,standard,4/4,97,98,train,commu01817
1817,cmajor,mid_low,4,45,newage,pad,synth_pad,standard,4/4,41,42,train,commu01818
1818,aminor,mid,8,90,cinematic,riff,electric_guitar_distortion-4,triplet,4/4,105,114,train,commu01819
1819,aminor,mid_low,8,80,cinematic,accompaniment,harp,standard,4/4,43,52,train,commu01820
1820,cmajor,mid_low,8,65,newage,accompaniment,electric_piano,standard,4/4,23,30,train,commu01821
1821,aminor,mid_low,4,60,cinematic,accompaniment,acoustic_piano,standard,4/4,23,28,train,commu01822
1822,aminor,mid_high,8,80,cinematic,main_melody,string_ensemble,standard,4/4,69,70,train,commu01823
1823,cmajor,mid,4,45,newage,accompaniment,acoustic_piano,standard,4/4,23,30,train,commu01824
1824,aminor,mid,8,120,cinematic,accompaniment,string_ensemble,standard,4/4,101,102,train,commu01825
1825,aminor,mid_high,4,60,cinematic,main_melody,acoustic_piano,standard,4/4,45,52,train,commu01826
1826,cmajor,mid_high,4,35,newage,main_melody,synth_pluck-3,standard,4/4,24,29,train,commu01827
1827,aminor,mid_low,4,60,cinematic,pad,string_ensemble,standard,4/4,33,34,train,commu01828
1828,cmajor,high,8,80,cinematic,sub_melody,acoustic_piano,standard,4/4,43,46,train,commu01829
1829,aminor,mid_low,8,80,cinematic,sub_melody,timpani,standard,4/4,101,118,train,commu01830
1830,aminor,high,4,60,newage,main_melody,acoustic_piano,standard,4/4,43,60,train,commu01831
1831,aminor,mid_low,8,120,cinematic,bass,tuba-2,standard,4/4,97,100,train,commu01832
1832,cmajor,mid_high,8,105,cinematic,main_melody,acoustic_piano,standard,4/4,91,102,train,commu01833
1833,cmajor,mid,8,65,cinematic,pad,string_ensemble,standard,6/8,31,40,train,commu01834
1834,cmajor,mid_low,4,35,newage,sub_melody,synth_pluck-3,standard,4/4,23,30,train,commu01835
1835,cmajor,mid,4,35,newage,pad,synth_pad-5,standard,4/4,23,30,train,commu01836
1836,cmajor,mid_low,8,35,newage,pad,synth_pad-2,standard,4/4,23,30,train,commu01837
1837,aminor,mid_high,8,80,cinematic,sub_melody,string_ensemble,standard,4/4,27,28,train,commu01838
1838,cmajor,mid_low,4,35,newage,pad,synth_pad,standard,4/4,23,30,train,commu01839
1839,cmajor,mid,4,45,newage,accompaniment,acoustic_piano,standard,4/4,22,29,train,commu01840
1840,aminor,mid_high,4,60,cinematic,main_melody,acoustic_piano,standard,4/4,53,70,train,commu01841
1841,aminor,mid,4,60,newage,accompaniment,acoustic_piano,standard,4/4,33,39,train,commu01842
1842,aminor,high,4,60,newage,main_melody,acoustic_piano,standard,4/4,43,60,train,commu01843
1843,aminor,mid_low,4,60,cinematic,pad,string_ensemble,standard,4/4,27,36,train,commu01844
1844,cmajor,mid_low,8,65,newage,accompaniment,electric_piano,standard,4/4,23,30,train,commu01845
1845,aminor,mid,8,65,cinematic,sub_melody,harp,standard,6/8,57,83,train,commu01846
1846,aminor,mid_low,8,80,cinematic,sub_melody,timpani,standard,4/4,48,48,train,commu01847
1847,aminor,high,8,110,cinematic,main_melody,acoustic_piano,triplet,4/4,51,76,train,commu01848
1848,cmajor,mid,8,35,newage,pad,synth_pad,standard,4/4,23,30,train,commu01849
1849,cmajor,mid_low,4,35,newage,pad,synth_pad-4,standard,4/4,23,30,train,commu01850
1850,cmajor,mid_low,8,35,newage,sub_melody,synth_pluck-3,standard,4/4,23,30,train,commu01851
1851,aminor,low,8,120,cinematic,pad,synth_pad-7,standard,4/4,70,99,train,commu01852
1852,cmajor,mid,4,80,cinematic,pad,string_ensemble,standard,4/4,57,58,train,commu01853
1853,cmajor,mid,4,35,newage,sub_melody,synth_pluck-5,standard,4/4,23,30,train,commu01854
1854,cmajor,mid,8,75,cinematic,accompaniment,acoustic_piano,standard,4/4,63,76,train,commu01855
1855,aminor,mid,8,80,cinematic,sub_melody,string_ensemble,standard,4/4,47,91,train,commu01856
1856,aminor,mid_high,8,110,cinematic,main_melody,celesta,triplet,4/4,55,64,train,commu01857
1857,aminor,mid_low,8,80,cinematic,pad,string_ensemble,standard,4/4,81,82,train,commu01858
1858,aminor,mid_high,8,110,cinematic,main_melody,acoustic_piano,standard,4/4,62,88,train,commu01859
1859,cmajor,mid_low,8,105,cinematic,accompaniment,string_ensemble,standard,4/4,91,102,train,commu01860
1860,aminor,mid_high,4,60,cinematic,main_melody,celesta,standard,4/4,43,72,train,commu01861
1861,cmajor,mid_high,4,35,newage,main_melody,synth_pluck-4,standard,4/4,23,30,train,commu01862
1862,aminor,mid_high,4,60,newage,main_melody,acoustic_piano,standard,4/4,44,60,train,commu01863
1863,aminor,mid_low,8,110,cinematic,accompaniment,harp,standard,4/4,63,88,train,commu01864
1864,aminor,low,8,65,cinematic,bass,string_ensemble-2,standard,6/8,34,40,train,commu01865
1865,cmajor,mid_high,8,35,newage,main_melody,synth_pluck-5,standard,4/4,23,30,train,commu01866
1866,aminor,mid_high,8,110,cinematic,main_melody,celesta,standard,4/4,71,76,train,commu01867
1867,cmajor,mid_high,4,100,newage,main_melody,string_ensemble,standard,4/4,61,62,train,commu01868
1868,cmajor,mid_low,4,35,newage,pad,synth_pad-5,standard,4/4,23,30,train,commu01869
1869,aminor,mid_low,8,90,cinematic,sub_melody,string_cello-2,standard,4/4,78,90,train,commu01870
1870,aminor,high,8,110,cinematic,main_melody,acoustic_piano,triplet,4/4,51,82,train,commu01871
1871,aminor,mid_low,8,120,cinematic,pad,horn,standard,4/4,101,102,train,commu01872
1872,aminor,mid,8,65,cinematic,pad,string_ensemble,standard,6/8,81,82,train,commu01873
1873,aminor,mid_high,8,60,newage,main_melody,acoustic_piano,standard,4/4,63,80,train,commu01874
1874,aminor,mid_low,8,60,newage,accompaniment,acoustic_piano,standard,4/4,33,60,train,commu01875
1875,aminor,mid,8,110,cinematic,accompaniment,harp,triplet,4/4,41,85,train,commu01876
1876,cmajor,mid,4,35,newage,sub_melody,synth_pluck-6,standard,4/4,23,30,train,commu01877
1877,aminor,mid_high,4,60,cinematic,riff,acoustic_piano,standard,4/4,53,58,train,commu01878
1878,aminor,mid_high,4,60,cinematic,main_melody,acoustic_piano,standard,4/4,43,71,train,commu01879
1879,aminor,low,8,90,cinematic,sub_melody,synth_bass,standard,4/4,111,112,train,commu01880
1880,cmajor,low,8,45,newage,pad,synth_pad,standard,4/4,77,78,train,commu01881
1881,aminor,high,8,110,cinematic,main_melody,glockenspiel,triplet,4/4,57,72,train,commu01882
1882,cmajor,high,8,65,cinematic,sub_melody,acoustic_piano,standard,6/8,43,46,train,commu01883
1883,aminor,low,8,90,cinematic,pad,synth_pad-2,standard,4/4,97,98,train,commu01884
1884,aminor,mid_low,8,110,cinematic,accompaniment,harp,standard,4/4,55,74,train,commu01885
1885,aminor,mid_high,8,60,newage,main_melody,acoustic_piano,standard,4/4,43,50,train,commu01886
1886,cmajor,high,8,110,cinematic,main_melody,glockenspiel,standard,4/4,59,60,train,commu01887
1887,cmajor,mid_low,4,100,newage,pad,string_ensemble,standard,4/4,51,52,train,commu01888
1888,aminor,low,8,90,cinematic,bass,synth_bass_wobble-2,standard,4/4,109,110,train,commu01889
1889,cmajor,mid_low,4,100,newage,accompaniment,acoustic_piano,standard,4/4,55,56,train,commu01890
1890,aminor,mid,8,110,cinematic,accompaniment,harp,triplet,4/4,43,82,train,commu01891
1891,cmajor,mid,4,35,newage,sub_melody,synth_pluck-4,standard,4/4,23,30,train,commu01892
1892,aminor,high,4,60,newage,main_melody,acoustic_piano,standard,4/4,43,58,train,commu01893
1893,aminor,mid_low,8,120,cinematic,pad,string_ensemble,standard,4/4,65,99,train,commu01894
1894,cmajor,mid,8,65,cinematic,pad,acoustic_piano,standard,6/8,41,42,train,commu01895
1895,aminor,high,8,90,cinematic,sub_melody,string_ensemble,standard,4/4,89,90,train,commu01896
1896,aminor,mid,8,110,cinematic,sub_melody,flute,standard,4/4,73,74,train,commu01897
1897,aminor,mid,8,90,cinematic,pad,string_ensemble,standard,4/4,87,96,train,commu01898
1898,cmajor,mid_low,8,80,cinematic,accompaniment,acoustic_piano,standard,4/4,33,42,train,commu01899
1899,cmajor,high,8,65,cinematic,sub_melody,celesta,standard,6/8,45,46,train,commu01900
1900,aminor,mid_low,8,65,cinematic,riff,string_ensemble,standard,6/8,93,100,train,commu01901
1901,aminor,mid_high,8,60,newage,main_melody,acoustic_piano,standard,4/4,63,80,train,commu01902
1902,cmajor,mid_high,8,80,cinematic,main_melody,acoustic_piano,standard,4/4,43,46,train,commu01903
1903,aminor,mid_high,4,60,cinematic,main_melody,acoustic_piano,standard,4/4,45,72,train,commu01904
1904,aminor,mid_low,8,60,newage,pad,string_ensemble,standard,4/4,63,70,train,commu01905
1905,aminor,high,8,110,cinematic,main_melody,acoustic_piano,triplet,4/4,59,80,train,commu01906
1906,aminor,mid_high,4,60,cinematic,main_melody,acoustic_piano,standard,4/4,45,70,train,commu01907
1907,aminor,mid_high,4,60,newage,main_melody,acoustic_piano,standard,4/4,43,57,train,commu01908
1908,aminor,mid_low,8,80,cinematic,sub_melody,acoustic_guitar,standard,4/4,46,84,train,commu01909
1909,cmajor,mid_low,4,100,newage,accompaniment,acoustic_piano,standard,4/4,50,66,train,commu01910
1910,aminor,mid,8,110,cinematic,main_melody,celesta,standard,4/4,71,81,train,commu01911
1911,aminor,mid_low,8,120,cinematic,accompaniment,string_ensemble,standard,4/4,81,84,train,commu01912
1912,aminor,high,8,60,newage,main_melody,acoustic_piano,standard,4/4,63,80,train,commu01913
1913,aminor,mid,8,120,cinematic,accompaniment,acoustic_piano,standard,4/4,51,72,train,commu01914
1914,cmajor,high,8,110,cinematic,main_melody,acoustic_piano,triplet,4/4,57,90,train,commu01915
1915,aminor,mid_high,4,60,cinematic,main_melody,acoustic_piano,standard,4/4,51,62,train,commu01916
1916,aminor,mid_low,8,90,cinematic,bass,synth_bass-2,triplet,4/4,109,109,train,commu01917
1917,aminor,mid_low,8,80,cinematic,sub_melody,timpani,standard,4/4,48,48,train,commu01918
1918,aminor,mid,8,90,cinematic,pad,synth_voice,standard,4/4,76,86,train,commu01919
1919,aminor,mid,8,150,cinematic,riff,string_ensemble,standard,4/4,121,127,train,commu01920
1920,aminor,mid_low,8,110,cinematic,accompaniment,harp,standard,4/4,79,80,train,commu01921
1921,cmajor,mid_low,8,105,cinematic,accompaniment,acoustic_piano,standard,4/4,85,102,train,commu01922
1922,cmajor,mid_high,4,100,newage,main_melody,string_ensemble,standard,4/4,61,62,train,commu01923
1923,cmajor,mid_low,8,50,newage,accompaniment,acoustic_piano,standard,4/4,46,50,train,commu01924
1924,aminor,mid,4,60,newage,accompaniment,acoustic_piano,standard,4/4,33,40,train,commu01925
1925,aminor,mid_high,8,120,cinematic,main_melody,horn,standard,4/4,67,118,train,commu01926
1926,cmajor,mid,8,110,cinematic,accompaniment,harp,standard,4/4,61,86,train,commu01927
1927,aminor,mid,8,120,cinematic,sub_melody,horn,standard,4/4,77,92,train,commu01928
1928,aminor,mid,4,60,newage,pad,string_ensemble,standard,4/4,63,70,train,commu01929
1929,aminor,mid_high,8,60,newage,main_melody,acoustic_piano,standard,4/4,43,50,train,commu01930
1930,cmajor,mid_high,8,80,cinematic,sub_melody,acoustic_piano,standard,4/4,43,46,train,commu01931
1931,aminor,very_low,8,90,cinematic,bass,string_double_bass,triplet,4/4,91,108,train,commu01932
1932,aminor,mid_high,8,120,cinematic,accompaniment,string_ensemble,standard,4/4,36,82,train,commu01933
1933,cmajor,mid_low,4,35,newage,sub_melody,synth_pluck-3,standard,4/4,23,30,train,commu01934
1934,aminor,mid_high,4,60,cinematic,riff,acoustic_piano,standard,4/4,53,60,train,commu01935
1935,aminor,mid_low,4,80,cinematic,sub_melody,timpani,standard,4/4,48,48,train,commu01936
1936,aminor,high,4,60,cinematic,riff,acoustic_piano,standard,4/4,53,62,train,commu01937
1937,aminor,mid_low,8,90,cinematic,sub_melody,string_cello-2,standard,4/4,81,90,train,commu01938
1938,aminor,mid,8,65,cinematic,sub_melody,string_cello,standard,6/8,51,73,train,commu01939
1939,aminor,low,8,60,newage,bass,electric_bass,standard,4/4,73,80,train,commu01940
1940,aminor,mid_low,8,90,cinematic,bass,synth_bass,triplet,4/4,110,110,train,commu01941
1941,aminor,mid_high,4,60,cinematic,main_melody,string_ensemble,standard,4/4,15,22,train,commu01942
1942,aminor,mid,8,65,cinematic,pad,brass_ensemble,standard,6/8,35,82,train,commu01943
1943,cmajor,mid_low,8,75,cinematic,accompaniment,acoustic_piano,standard,4/4,63,76,train,commu01944
1944,aminor,mid_low,8,80,cinematic,sub_melody,timpani,standard,4/4,102,118,train,commu01945
1945,aminor,mid_low,8,120,cinematic,pad,string_ensemble-2,standard,4/4,18,84,train,commu01946
1946,aminor,low,8,90,cinematic,sub_melody,synth_bass,standard,4/4,111,112,train,commu01947
1947,cmajor,low,8,80,cinematic,bass,acoustic_piano,standard,4/4,54,61,train,commu01948
1948,cmajor,mid_low,8,35,newage,pad,synth_pad-3,standard,4/4,23,30,train,commu01949
1949,aminor,mid,8,60,newage,sub_melody,synth_pluck,standard,4/4,53,56,train,commu01950
1950,aminor,mid,8,90,cinematic,pad,string_ensemble,standard,4/4,87,96,train,commu01951
1951,aminor,mid,4,60,newage,accompaniment,acoustic_piano,standard,4/4,33,40,train,commu01952
1952,aminor,mid_high,8,60,newage,main_melody,acoustic_piano,standard,4/4,63,80,train,commu01953
1953,cmajor,high,8,65,cinematic,sub_melody,celesta,standard,6/8,45,56,train,commu01954
1954,cmajor,mid,4,35,newage,sub_melody,synth_pluck-5,standard,4/4,23,30,train,commu01955
1955,aminor,mid_low,8,80,cinematic,sub_melody,timpani,standard,4/4,47,47,train,commu01956
1956,aminor,mid_low,8,120,cinematic,pad,horn,standard,4/4,81,84,train,commu01957
1957,aminor,mid,8,90,cinematic,riff,electric_guitar_distortion-3,standard,4/4,105,116,train,commu01958
1958,aminor,mid_low,8,90,cinematic,bass,synth_bass-2,standard,4/4,109,109,train,commu01959
1959,aminor,mid_high,4,60,cinematic,riff,acoustic_piano,standard,4/4,53,60,train,commu01960
1960,aminor,mid_low,8,90,cinematic,bass,synth_bass-2,triplet,4/4,110,110,train,commu01961
1961,aminor,mid,8,65,cinematic,pad,string_ensemble,standard,6/8,36,82,train,commu01962
1962,aminor,mid_high,4,60,newage,accompaniment,acoustic_piano,standard,4/4,33,40,train,commu01963
1963,aminor,mid_low,8,60,newage,pad,synth_pad,standard,4/4,63,70,train,commu01964
1964,aminor,low,8,90,cinematic,sub_melody,synth_bass,standard,4/4,111,112,train,commu01965
1965,aminor,high,8,110,cinematic,main_melody,acoustic_piano,standard,4/4,57,92,train,commu01966
1966,aminor,mid,16,120,cinematic,pad,string_ensemble,standard,4/4,63,64,train,commu01967
1967,aminor,low,8,90,cinematic,bass,synth_bass_wobble,standard,4/4,109,109,train,commu01968
1968,cmajor,mid_low,4,100,newage,accompaniment,string_ensemble,standard,4/4,83,92,train,commu01969
1969,aminor,high,8,120,cinematic,accompaniment,acoustic_piano,standard,4/4,81,92,train,commu01970
1970,aminor,mid_low,8,90,cinematic,bass,synth_bass,standard,4/4,90,90,train,commu01971
1971,cmajor,mid_low,8,75,cinematic,accompaniment,acoustic_piano,standard,4/4,63,76,train,commu01972
1972,aminor,low,8,90,cinematic,pad,string_ensemble,standard,4/4,97,97,train,commu01973
1973,aminor,low,8,80,cinematic,bass,acoustic_piano,standard,4/4,35,36,train,commu01974
1974,aminor,mid_high,8,60,newage,main_melody,acoustic_piano,standard,4/4,63,80,train,commu01975
1975,cmajor,mid,8,110,cinematic,accompaniment,harp,triplet,4/4,42,82,train,commu01976
1976,aminor,mid_high,4,60,newage,main_melody,acoustic_piano,standard,4/4,45,59,train,commu01977
1977,aminor,mid,4,60,newage,accompaniment,acoustic_piano,standard,4/4,33,40,train,commu01978
1978,aminor,mid_high,8,60,newage,main_melody,acoustic_piano,standard,4/4,41,48,train,commu01979
1979,aminor,high,8,60,newage,main_melody,acoustic_piano,standard,4/4,63,80,train,commu01980
1980,cmajor,mid,8,75,cinematic,accompaniment,acoustic_piano,standard,4/4,63,76,train,commu01981
1981,aminor,mid,4,60,newage,accompaniment,synth_pad,standard,4/4,63,66,train,commu01982
1982,aminor,mid_high,8,120,cinematic,riff,string_violin,triplet,4/4,71,82,train,commu01983
1983,aminor,mid_high,8,120,cinematic,accompaniment,acoustic_piano,triplet,4/4,90,92,train,commu01984
1984,aminor,mid,4,60,cinematic,main_melody,celesta,standard,4/4,43,44,train,commu01985
1985,cmajor,mid_high,8,65,cinematic,sub_melody,acoustic_piano-2,standard,6/8,31,48,train,commu01986
1986,cmajor,mid_low,8,35,newage,sub_melody,synth_pluck-6,standard,4/4,23,30,train,commu01987
1987,aminor,mid_high,4,60,newage,main_melody,acoustic_piano,standard,4/4,43,60,train,commu01988
1988,cmajor,mid_low,8,80,cinematic,accompaniment,acoustic_piano,standard,4/4,33,42,train,commu01989
1989,aminor,mid_low,8,110,cinematic,accompaniment,harp,triplet,4/4,44,78,train,commu01990
1990,aminor,high,8,80,cinematic,sub_melody,acoustic_piano,standard,4/4,43,46,train,commu01991
1991,aminor,mid,4,80,cinematic,pad,brass_ensemble,standard,4/4,35,58,train,commu01992
1992,aminor,mid_high,16,120,cinematic,main_melody,horn,standard,4/4,101,102,train,commu01993
1993,aminor,mid,4,80,cinematic,pad,string_ensemble,standard,4/4,57,58,train,commu01994
1994,cmajor,mid_low,4,100,newage,accompaniment,acoustic_piano,standard,4/4,55,56,train,commu01995
1995,aminor,mid_high,4,60,cinematic,riff,acoustic_piano,standard,4/4,53,56,train,commu01996
1996,cmajor,mid_low,8,105,cinematic,accompaniment,string_ensemble,standard,4/4,91,102,train,commu01997
1997,aminor,mid_high,8,110,cinematic,main_melody,acoustic_piano,standard,4/4,69,81,train,commu01998
1998,cmajor,low,8,65,cinematic,bass,acoustic_piano,standard,6/8,31,36,train,commu01999
1999,cmajor,high,8,65,newage,main_melody,acoustic_piano,standard,4/4,33,40,train,commu02000
2000,aminor,mid_high,8,110,cinematic,main_melody,celesta,triplet,4/4,51,77,train,commu02001
2001,aminor,mid_low,8,90,cinematic,sub_melody,string_cello,standard,4/4,85,99,train,commu02002
2002,aminor,mid_high,8,65,cinematic,main_melody,string_ensemble,standard,6/8,43,52,train,commu02003
2003,aminor,mid,8,110,cinematic,main_melody,string_ensemble,standard,4/4,83,84,train,commu02004
2004,cmajor,high,8,65,newage,main_melody,acoustic_piano,standard,4/4,33,40,train,commu02005
2005,aminor,mid_low,8,120,cinematic,pad,synth_pad-5,standard,4/4,17,82,train,commu02006
2006,aminor,high,4,60,newage,main_melody,acoustic_piano,standard,4/4,43,60,train,commu02007
2007,aminor,mid,4,60,cinematic,main_melody,acoustic_piano,standard,4/4,49,50,train,commu02008
2008,aminor,mid,8,65,cinematic,accompaniment,harp,standard,6/8,43,46,train,commu02009
2009,aminor,mid,8,120,cinematic,accompaniment,acoustic_piano,standard,4/4,35,48,train,commu02010
2010,aminor,mid_high,4,120,cinematic,sub_melody,acoustic_piano,triplet,4/4,73,96,train,commu02011
2011,aminor,mid,8,120,cinematic,accompaniment,string_ensemble,standard,4/4,39,40,train,commu02012
2012,cmajor,mid,8,35,newage,main_melody,synth_pluck-6,standard,4/4,23,30,train,commu02013
2013,aminor,mid,4,60,newage,accompaniment,synth_pad,standard,4/4,63,66,train,commu02014
2014,aminor,mid_low,8,60,newage,accompaniment,acoustic_piano,standard,4/4,33,60,train,commu02015
2015,aminor,mid_high,8,110,cinematic,main_melody,celesta,standard,4/4,71,74,train,commu02016
2016,aminor,mid,4,60,newage,accompaniment,synth_pad,standard,4/4,63,70,train,commu02017
2017,cmajor,low,8,105,cinematic,bass,string_double_bass,standard,4/4,95,96,train,commu02018
2018,aminor,mid,16,120,cinematic,sub_melody,horn,standard,4/4,77,92,train,commu02019
2019,aminor,mid,8,120,cinematic,accompaniment,string_ensemble,standard,4/4,55,88,train,commu02020
2020,aminor,mid_high,8,120,cinematic,main_melody,horn,standard,4/4,75,86,train,commu02021
2021,aminor,mid_high,8,90,cinematic,main_melody,string_ensemble,triplet,4/4,63,125,train,commu02022
2022,aminor,low,8,60,newage,bass,electric_bass,standard,4/4,73,80,train,commu02023
2023,aminor,mid,8,60,newage,sub_melody,synth_pluck,standard,4/4,53,60,train,commu02024
2024,cmajor,mid_high,8,110,cinematic,main_melody,celesta,triplet,4/4,57,79,train,commu02025
2025,cmajor,mid,4,35,newage,pad,synth_pad-6,standard,4/4,23,30,train,commu02026
2026,cmajor,mid_high,4,100,newage,main_melody,string_ensemble,standard,4/4,61,62,train,commu02027
2027,aminor,mid,4,60,cinematic,accompaniment,acoustic_piano,standard,4/4,24,26,train,commu02028
2028,aminor,mid_high,8,120,cinematic,main_melody,horn,standard,4/4,45,72,train,commu02029
2029,cmajor,mid,4,35,newage,sub_melody,synth_pluck-6,standard,4/4,23,30,train,commu02030
2030,aminor,mid,4,120,cinematic,main_melody,horn-2,standard,4/4,77,78,train,commu02031
2031,aminor,mid_low,4,60,newage,pad,string_ensemble,standard,4/4,63,70,train,commu02032
2032,cmajor,mid_high,4,100,newage,main_melody,string_ensemble,standard,4/4,61,62,train,commu02033
2033,cmajor,mid,8,50,newage,sub_melody,string_ensemble,standard,4/4,56,58,train,commu02034
2034,cmajor,high,4,65,cinematic,sub_melody,acoustic_piano,standard,6/8,33,42,train,commu02035
2035,aminor,mid_high,8,110,cinematic,main_melody,acoustic_piano,standard,4/4,65,88,train,commu02036
2036,aminor,mid_high,8,120,cinematic,accompaniment,acoustic_piano,triplet,4/4,89,92,train,commu02037
2037,aminor,mid_low,8,80,cinematic,accompaniment,harp,standard,4/4,31,62,train,commu02038
2038,aminor,mid_high,8,60,newage,main_melody,acoustic_piano,standard,4/4,43,50,train,commu02039
2039,aminor,mid_high,4,60,cinematic,main_melody,string_ensemble,standard,4/4,43,72,train,commu02040
2040,cmajor,mid,8,35,newage,sub_melody,synth_pluck-5,standard,4/4,23,30,train,commu02041
2041,aminor,mid_high,4,60,cinematic,main_melody,acoustic_piano,standard,4/4,44,48,train,commu02042
2042,aminor,mid_low,8,90,cinematic,accompaniment,string_ensemble,standard,4/4,50,125,train,commu02043
2043,aminor,mid,8,90,cinematic,pad,synth_voice,standard,4/4,76,86,train,commu02044
2044,aminor,mid,8,110,cinematic,sub_melody,choir,standard,4/4,95,96,train,commu02045
2045,aminor,mid_high,4,60,cinematic,main_melody,string_ensemble,standard,4/4,16,22,train,commu02046
2046,cmajor,mid_low,4,100,newage,pad,string_ensemble,standard,4/4,51,52,train,commu02047
2047,aminor,low,8,90,cinematic,pad,synth_pad-3,standard,4/4,93,97,train,commu02048
2048,aminor,mid_high,4,60,cinematic,main_melody,acoustic_piano,standard,4/4,49,56,train,commu02049
2049,aminor,mid_low,8,60,newage,accompaniment,acoustic_piano,standard,4/4,33,60,train,commu02050
2050,aminor,mid_low,8,65,cinematic,accompaniment,acoustic_piano,standard,6/8,33,46,train,commu02051
2051,aminor,mid_low,8,65,cinematic,sub_melody,timpani,standard,6/8,47,118,train,commu02052
2052,cmajor,mid,4,35,newage,pad,synth_pad,standard,4/4,23,30,train,commu02053
2053,aminor,high,4,60,newage,main_melody,acoustic_piano,standard,4/4,44,60,train,commu02054
